card_id,cost,name
10362210,3,安息的神殿
10362220,3,羽翼狮子像
10463210,3,蕾·菲耶的宝石
10563210,3,坚固的雾卷花
10763210,3,海蚀三叉戟
10061130,4,圣翼战士
10062110,4,铁拳神父
10162120,4,煌翼羽人·莉诺
10163120,4,禁密的天宫·罗纳维罗
10364120,4,绝望的显现·玛温
10462110,4,沙神的巫女·莎拉
10462120,4,赞恩教僧侣·索菲娅
10564110,4,思念的《力量》·索菲娜
10662110,4,崇敬的涂描者
10664110,4,崇高的憎恶·康蒂玛
10664110@1,4,崇高的憎恶·康蒂玛
10664110@2,4,崇高的憎恶·康蒂玛
10761110,4,营利支援者
90061120,4,圣炎猛虎
10263310,4,疯狂的恩宠
10361310,4,圣辉闪烁
10061210,4,投影鸟像
10363210,4,闪耀的失意
10462210,4,骑驰天空之艇
10663210,4,崇高的天书
10161130,5,指明目标的光辉天使
10164130,5,水之守护神·萨蕾法
10262120,5,有洁癖的审判者
10263110,5,速断之刃·阿尼耶丝
10363110,5,安息的团结者
10562120,5,穷途末路的巫女
10563110,5,至圣威仪
10661110,5,崇奉的懦者
10861130,5,亡灵猎人·格兰特
10864120,5,希望的光彩·莉迪耶尔
10864120@1,5,希望的光彩·莉迪耶尔
10864120@2,5,希望的光彩·莉迪耶尔
10061110,6,治愈的修女
10163110,6,终焉的白骨圣堂之主
10264120,6,呜咽的圣骑士·维尔伯特
10364110,6,安息的继承者·妃花
10662120,6,飞马骑手
10663110,6,崇拜的圣骑士
10761120,6,广域传教士
10763110,6,审理的守卫
10862120,6,深渊探究者·维切
10961120,6,鹿鹰兽
10964110,6,神纹的罪人·艾尔拉德
10964120,6,翼天的变貌·奥梅里欧
90061130,6,壮丽大神隼
10161310,6,翎雨
10163220,6,邪教法器
10963210,6,神纹誓言
10162130,7,大地守护神·米维
10164110,7,裁决的安纳提玛·罗德欧
10164120,7,纯白圣女·贞德
10264110,7,天之守护神·埃忒耳
10264110@1,7,天之守护神·埃忒耳
10264110@2,7,天之守护神·埃忒耳
10564120,7,雾卷花·茎白
10764120,7,崇拜经理人·伊尼西雅
10861120,7,勤劳的女祭司·泰瑞莎
10864110,7,飞跃的姐妹·贝尔迪俪亚&卡诗黛儿
10864110@1,7,向导祭司·伊莉丝
10963110,7,誓言干部
10062120,8,神圣狮鹫
10163130,8,伟大的炽天使·勒碧丝
10163130@1,8,伟大的炽天使·勒碧丝
10464120,8,威严的星晶骑士·薇拉
10562110,8,毫不动摇的圣骑士
10762120,8,传言圣鸟
10764110,8,裁神的安纳提玛·罗德欧
10862110,8,天阳的使徒·艾迪特
90064210,8,月影指环
10664120,9,古旧天书·莲妥丝
90071110,0,悬丝傀儡
90071110@1,0,悬丝傀儡
90074320,0,天斧深渊
10171110,1,耀眼的发明家·伊莉斯
10271120,1,猫偶
10871130,1,器械操纵者·吉尔克
10971110,1,青锈小卒
90071120,1,改良型·悬丝傀儡
90071130,1,解析的创造物
90071140,1,古老的创造物
90072130,1,屠戮人偶
10171320,1,创造物充能
10272310,1,伊卡洛斯的飞翔
10571310,1,尽小花的临照
10572310,1,苏生调律
10572310@1,1,才能的甄别
10573310,1,诚心的尽小花
10771310,1,跑酷
10972310,1,屈辱流放
90074310,1,奏绝的独唱
10271210,1,创造物弹射器
90071210,1,未来核心
90071220,1,过往核心
10071120,2,人偶长矛手
10072110,2,电鞭手
10171130,2,永不停火的枪手
10172120,2,依恋的人偶师
10272110,2,心灵屠戮者·菲亚
10273110,2,暗狱的余晖·贾丝珀
10372110,2,破坏的祈祷者
10471120,2,爆燃老大·翼
10471130,2,报恩工匠·艾萨克
10572120,2,清宵玉兔
10574120,2,尽小花·伊鞠
10574120@1,2,尽小花·伊鞠
10574120@2,2,尽小花·伊鞠
10674120,2,古旧天斧·尤泽塔
10772110,2,悠然的滑手
10871120,2,过度守护者·莉欧娜
10874120,2,你的前辈·欧丝
10874120@1,2,涟漪回忆·欧丝
10874120@2,2,涟漪回忆·欧丝
10974110,2,束刃的罪人·卡特斯罗特
10974110@1,2,束刃的罪人·卡特斯罗特
90074140,2,伊鞠的小鬼
10172310,2,生命的奔流
10373310,2,歼灭的歌声
10373310@1,2,歼灭的歌声
10671310,2,天斧授予
10772310,2,闪光一瞬
10072210,2,人偶剧场
10372210,2,破坏的荒野
10071110,3,炮击猫兽人
10171140,3,自动机械刺客
10173110,3,决心之誓·米莉亚姆
10174110,3,崭新的少女·欧丝
10374110,3,破坏的继承者·阿克西娅
10471110,3,夜王再起·翔
10574110,3,转动的《命运之轮》·斯洛士
10773110,3,狂野播报员
10872120,3,门扉接续者·拉姿莉
90071150,3,神秘的创造物
90071160,3,绚烂的创造物
90072110,3,攻击创造物
90072120,3,城堡创造物
90074120,3,洛伊德
90074130,3,维多利亚
90074150,3,击针看守
10171310,3,人偶替身
10472310,3,身无长物唯有石
10673310,3,恶劣的天斧
10773310,3,瞬移斩击
10872310,3,纯净无垢的日常
10873310,3,开辟未来
90074210,3,新约·白之章
90074220,3,新约·黑之章
10172110,4,抗争领袖·露琪娜
10371110,4,破坏的肯定者
10374120,4,奏绝的显现·莉洁纳
10374120@1,4,奏绝的显现·莉洁纳
10571110,4,舞台缔造者
10572110,4,新时代地理学者
10672120,4,胆小鬼先锋
10771110,4,个性店主
10774120,4,奋厉追赶·米乌
10872110,4,人造的馈赠·蕾拉
10971120,4,双子无人机少女
10972110,4,锻磨保镖
10071310,4,来自异次元的枪击
10371310,4,丝线突袭
10973310,4,白牙燐敛 
10072120,5,魔钢骑兵
10171120,5,钢铁佣兵·迪尔克
10173140,5,改境的天宫·阿洛艾特
10272120,5,绝望之王·阿基姆
10274110,5,交响之心·枷薇
10274120,5,精神武艺·迦尔拉
10372120,5,现场工程师
10472110,5,轰雷闪狼·尤斯提斯
10473110,5,向往天空的回归者·卡西乌斯
10474110,5,光之法则·龙敖
10474110@1,5,光之法则·龙敖
10474110@2,5,光之法则·龙敖
10571120,5,繁花技师
10573110,5,神经遮蔽者
10672110,5,拙劣的人偶
10672110@1,5,拙劣的人偶
10874110,5,决断的交错·亚修雷&莉缇雅
10874110@1,5,次元旅人·伊昂
10973110,5,铸铁亲信
90073110,5,毁灭创造物α
90073120,5,毁灭创造物β
90073130,5,毁灭创造物γ
10172320,5,改境的重启
10173210,5,遗产的炮击
10071130,6,兽性铁人
10172130,6,杀意之丝·诺亚
10173120,6,箱庭的断罪者·希尔薇娅
10271110,6,引擎剑士
10373110,6,破坏的团结者
10671110,6,低劣的玩具
10671120,6,聪明的创造者
10772120,6,大胆的涂鸦师
10972120,6,刀线客
10273310,6,心有灵犀的共斗
10473310,6,混沌军势
10672310,6,平庸的制图
10971310,6,次元选定
10371120,7,音速飞行兵
10472120,7,严厉的教官·伊尔莎
10674110,7,恶劣的纯心·卡密希拉
10771120,7,炫酷舞者
10871110,7,满溢的幸福·库伦特司
10873110,7,知恩图报·米莉亚姆
10974120,7,弹哭的变貌·艾兹伊甸
10974120@1,7,弹哭的执行者·基鲁萨埃尔
10174120,8,迈进之心·奥契丝
10174120@1,8,迈进之心·奥契丝
10174120@2,8,迈进之心·奥契丝
10174130,8,增幅加速·洛拉米亚
10673110,8,愚劣的兵器
10774110,8,虚刻的安纳提玛·斯卡雷特
10774110@1,8,轨迹收束·德莱茨茵
10173130,9,疯狂的创造者·历亚姆
10474120,9,唯一王者·别西卜
10474120@1,9,唯一王者·别西卜
10474120@2,9,唯一王者·别西卜
90074110,10,卓越创造物Ω
